group_id	group_size	sp_in_grp	seed_ortholog_cnt	a_nosocomialis.faa	a_pittii.faa	a_pragensis.faa	ab_17978.faa	ab_19606.faa
115	9	5	9	WP_004710273.1,WP_022575301.1	WP_002118856.1,WP_005803190.1	WP_067670737.1	WP_000542121.1,WP_001129647.1	WP_000542117.1,WP_001129656.1
116	9	5	9	WP_004711974.1,WP_022574888.1	WP_002114260.1,WP_005804712.1	WP_067665628.1,WP_067670600.1	WP_001136744.1	WP_001131922.1,WP_001136744.1
117	9	5	9	WP_004712069.1,WP_022575172.1	WP_002116329.1,WP_016802619.1	WP_067671006.1	WP_000592160.1,WP_000850467.1	WP_000592161.1,WP_000850466.1
118	9	5	9	WP_004883682.1,WP_022574423.1	WP_002121202.1,WP_019767741.1	WP_067672819.1	WP_000975215.1,WP_001226550.1	WP_000975212.1,WP_001226561.1
119	9	5	9	WP_004887294.1	WP_002113873.1	WP_067667528.1,WP_067667614.1,WP_067667615.1,WP_067667632.1,WP_067671313.1	WP_001045563.1	WP_001045563.1
120	9	5	9	WP_006580299.1,WP_022575803.1	WP_002116302.1,WP_019768011.1	WP_067666816.1	WP_000706916.1,WP_000867093.1	WP_000706915.1,WP_000867106.1
121	9	5	9	WP_006580787.1,WP_022574363.1	WP_002118072.1,WP_016803061.1	WP_067667922.1	WP_000982062.1,WP_001091029.1	WP_001091037.1,WP_001983908.1
122	9	5	9	WP_016804426.1,WP_022574913.1	WP_005803108.1	WP_067665619.1,WP_067668315.1,WP_067668581.1,WP_067670096.1	WP_000857089.1	WP_000857095.1
123	9	5	9	WP_017394131.1,WP_022574881.1	WP_002114286.1,WP_016802596.1	WP_067665013.1,WP_067670915.1	WP_001287650.1	WP_000930805.1,WP_001287644.1
124	9	5	9	WP_019456746.1,WP_022576109.1	WP_019767344.1	WP_067667045.1,WP_067667057.1,WP_067667102.1,WP_067667532.1	WP_000435855.1	WP_000435856.1
125	9	5	9	WP_022574338.1,WP_022576059.1	WP_002121981.1,WP_019768088.1	WP_067668422.1	WP_000119868.1,WP_000209953.1	WP_000119871.1,WP_000209960.1
126	9	5	9	WP_022574380.1,WP_025465737.1	WP_002114113.1,WP_025464091.1	WP_067670535.1	WP_000126807.1,WP_001222569.1	WP_000126812.1,WP_001222570.1
127	9	5	9	WP_022574502.1,WP_022575898.1	WP_002113853.1,WP_005803264.1	WP_067665276.1	WP_001278626.1,WP_005135238.1	WP_001169091.1,WP_001278635.1
128	9	5	9	WP_022574571.1,WP_022575918.1	WP_002113540.1,WP_002119269.1,WP_005803317.1	WP_067668238.1	WP_000749507.1	WP_000253147.1,WP_000749500.1
129	9	5	9	WP_022574576.1,WP_022574725.1	WP_002113568.1,WP_017481379.1	WP_067667334.1,WP_067667571.1,WP_081406770.1	WP_000843236.1	WP_000843225.1
130	9	5	9	WP_022574767.1,WP_022575359.1,WP_022575465.1	WP_002118121.1	WP_067668865.1,WP_067671489.1	WP_000169415.1	WP_000169411.1,WP_000659368.1
131	9	5	9	WP_022574895.1,WP_022575195.1	WP_002114270.1,WP_002117834.1	WP_067670822.1	WP_000154082.1,WP_001072765.1	WP_000154099.1,WP_001072760.1
132	9	5	9	WP_022574964.1,WP_022575340.1	WP_002115337.1,WP_002118840.1	WP_067667483.1	WP_000460001.1,WP_000995340.1	WP_000459994.1,WP_000995333.1
133	9	5	9	WP_022574972.1,WP_031224970.1	WP_005802839.1	WP_067665633.1,WP_067667585.1	WP_000041306.1,WP_000753542.1	WP_000041313.1,WP_000753530.1
134	9	5	9	WP_022575306.1,WP_022575363.1	WP_002118194.1,WP_016802513.1	WP_067667702.1,WP_067671700.1	WP_000636741.1,WP_000836402.1	WP_000636743.1
135	9	5	9	WP_022575426.1,WP_022576121.1	WP_019767327.1	WP_067667638.1,WP_067672109.1	WP_000843076.1,WP_085941188.1	WP_000843079.1,WP_086261823.1
136	9	5	9	WP_022575475.1	WP_005803592.1	WP_067668907.1,WP_067671034.1,WP_227509826.1	WP_005135012.1,WP_049594820.1	WP_001066100.1,WP_001983659.1
137	9	5	9	WP_022575611.1,WP_022576009.1	WP_002116873.1,WP_019767684.1	WP_067667456.1	WP_000093795.1,WP_001183126.1	WP_000093790.1,WP_001183123.1
138	9	5	9	WP_022575616.1,WP_022576116.1	WP_002121021.1,WP_019767335.1	WP_067670352.1	WP_000986272.1,WP_001032866.1	WP_001032867.1,WP_074162152.1
139	9	5	9	WP_022575619.1,WP_022575629.1	WP_002121123.1,WP_019767688.1	WP_067667773.1	WP_000246666.1,WP_001062809.1	WP_000246666.1,WP_001062804.1
140	9	5	9	WP_022575769.1,WP_031225307.1	WP_002115007.1,WP_019767986.1	WP_067666838.1	WP_000907608.1,WP_001151968.1	WP_000907601.1,WP_001151969.1
141	9	5	9	WP_022575787.1	WP_000722967.1,WP_002115045.1,WP_002163154.1	WP_067666722.1,WP_067671022.1,WP_067671023.1	WP_000207466.1	WP_000207467.1
142	9	5	9	WP_022575822.1	WP_019768029.1,WP_023187876.1	WP_067666900.1,WP_067667104.1	WP_000084315.1,WP_000166092.1	WP_000084317.1,WP_000166093.1
143	9	5	9	WP_080660800.1	WP_017481396.1,WP_080564162.1	WP_067670473.1,WP_171254470.1	WP_000756789.1,WP_000973875.1	WP_000756788.1,WP_000973871.1
144	9	4	9	*	WP_002120540.1,WP_019767881.1	WP_067666632.1,WP_067667010.1,WP_067668218.1	WP_000369460.1,WP_000648037.1	WP_000369462.1,WP_000648038.1
145	8	5	8	WP_000050874.1	WP_000050879.1,WP_002120561.1	WP_067668216.1	WP_000050871.1,WP_000339250.1	WP_000050876.1,WP_000339250.1
146	8	5	8	WP_000129946.1	WP_019767428.1,WP_019767696.1	WP_067668949.1	WP_000129946.1,WP_009518196.1	WP_000129948.1,WP_000437496.1
147	8	5	8	WP_000434318.1,WP_022574441.1	WP_002114407.1	WP_227509830.1	WP_000434321.1,WP_000883496.1	WP_000434319.1,WP_000883501.1
148	8	5	8	WP_000774082.1,WP_022574683.1	WP_002113601.1,WP_002115985.1	WP_067669468.1	WP_000898893.1	WP_000774086.1,WP_000898886.1
149	8	5	8	WP_002027450.1,WP_022575448.1	WP_002114397.1,WP_031944198.1	WP_067666286.1,WP_067670881.1	WP_004735881.1	WP_002027450.1
150	8	5	8	WP_002048264.1,WP_017392677.1	WP_002114278.1,WP_002117526.1	WP_067669746.1	WP_000004112.1,WP_000058923.1	WP_000058923.1
151	8	5	8	WP_002048554.1,WP_004711002.1	WP_002115526.1,WP_002121652.1	WP_067672873.1	WP_000216805.1,WP_001258300.1	WP_000216804.1
152	8	5	8	WP_002048603.1	WP_001043260.1,WP_002115542.1	WP_067668572.1	WP_001043260.1,WP_001176046.1	WP_001043260.1,WP_001176030.1
153	8	5	8	WP_002048835.1,WP_022574887.1	WP_002114268.1,WP_019767715.1	WP_067665529.1	WP_000168125.1	WP_000168126.1,WP_000411826.1
154	8	5	8	WP_002049225.1,WP_004883395.1	WP_019768012.1	WP_067668691.1	WP_000347180.1,WP_000787677.1	WP_000347182.1,WP_000787677.1
155	8	5	8	WP_002049228.1	WP_002119718.1,WP_023187746.1	WP_067668076.1	WP_000009564.1,WP_000075891.1	WP_000075891.1,WP_000106159.1
156	8	5	8	WP_002050411.1,WP_022574828.1	WP_002120024.1	WP_067665247.1,WP_067672603.1	WP_001242992.1,WP_005135523.1	WP_001242992.1
157	8	5	8	WP_002051114.1,WP_022574595.1	WP_002116225.1	WP_067672413.1	WP_000428990.1,WP_000500957.1	WP_000448784.1,WP_000500957.1
158	8	5	8	WP_002053176.1	WP_001048218.1,WP_002121198.1	WP_067672746.1	WP_000281347.1,WP_001048216.1,WP_001991212.1	WP_002134273.1
159	8	5	8	WP_002053814.1	WP_002121971.1	WP_067668376.1,WP_067670677.1	WP_000717015.1,WP_000760330.1	WP_000717015.1,WP_000760388.1
160	8	5	8	WP_002054459.1,WP_022574669.1	WP_002121399.1,WP_005803061.1	WP_067668209.1	WP_001116530.1	WP_001115353.1,WP_001116532.1
161	8	5	8	WP_002156818.1	WP_002163173.1	WP_067670051.1,WP_067670692.1	WP_001111769.1,WP_001180288.1	WP_001111765.1,WP_001180301.1
162	8	5	8	WP_002156874.1,WP_022574963.1	WP_002163159.1	WP_067672398.1	WP_000599995.1,WP_000600015.1	WP_000599996.1,WP_000600019.1
163	8	5	8	WP_004707762.1	WP_002114483.1	WP_067667700.1,WP_067671691.1	WP_000097865.1,WP_000554500.1	WP_000097867.1,WP_000554500.1
164	8	5	8	WP_004709208.1,WP_022574915.1	WP_002114541.1	WP_067670484.1	WP_000830363.1,WP_005135404.1	WP_000209982.1,WP_000830363.1
165	8	5	8	WP_004709514.1,WP_022575150.1	WP_002121147.1	WP_227509785.1	WP_000106979.1,WP_000624467.1	WP_000106979.1,WP_000624464.1
166	8	5	8	WP_004710068.1,WP_022574556.1	WP_005802970.1	WP_067668319.1,WP_067672335.1	WP_001090300.1	WP_000202710.1,WP_001090300.1
167	8	5	8	WP_004711708.1,WP_022574464.1	WP_000525218.1	WP_067669175.1	WP_000525222.1,WP_000965122.1	WP_000525222.1,WP_000965116.1
168	8	5	8	WP_004884764.1	WP_002114351.1,WP_002116887.1	WP_067671600.1	WP_000469967.1,WP_085916980.1	WP_000469967.1,WP_086223915.1
169	8	5	8	WP_006580928.1	WP_078224381.1	WP_067669575.1,WP_067672675.1	WP_162281024.1	WP_000066757.1,WP_000987209.1,WP_001984558.1
170	8	5	8	WP_006581374.1,WP_022574458.1	WP_002117186.1	WP_067669762.1	WP_000190902.1,WP_001008355.1	WP_000090985.1,WP_001008368.1
171	8	5	8	WP_016804076.1,WP_022574350.1	WP_005802996.1	WP_067665518.1,WP_067667294.1,WP_067671328.1	WP_000204257.1	WP_000204263.1
172	8	5	8	WP_016805308.1	WP_000897236.1	WP_067665887.1,WP_067667610.1,WP_067667626.1,WP_067671295.1	WP_000897235.1	WP_000897236.1
173	8	5	8	WP_017393250.1,WP_022575574.1	WP_019767625.1,WP_019767662.1	WP_067666321.1,WP_067671667.1	WP_000739319.1	WP_000739316.1
174	8	5	8	WP_022574360.1,WP_022575497.1	WP_019768079.1	WP_067672011.1	WP_000853307.1,WP_049594869.1	WP_000853311.1,WP_000969580.1
175	8	5	8	WP_022574409.1,WP_022574473.1	WP_019767730.1	WP_067665571.1	WP_000063668.1,WP_001028549.1	WP_001021603.1,WP_001104005.1
176	8	5	8	WP_022574427.1,WP_022575134.1	WP_016802732.1	WP_067672804.1,WP_081406806.1	WP_001228605.1,WP_001292518.1	WP_001292503.1
177	8	5	8	WP_022574438.1	WP_005074254.1,WP_019767744.1	WP_067665173.1	WP_000345069.1,WP_000786785.1	WP_000345073.1,WP_000786782.1
178	8	5	8	WP_022574442.1	WP_002114202.1,WP_019767768.1	WP_067667672.1	WP_000401807.1,WP_001054781.1	WP_000366423.1,WP_000401807.1
179	8	5	8	WP_022574508.1,WP_022574974.1,WP_022575048.1	WP_002163163.1,WP_005802985.1	WP_067669917.1	WP_000875359.1	WP_000875366.1
180	8	5	8	WP_022574510.1,WP_022574960.1,WP_022575427.1	WP_002121558.1	WP_067667705.1,WP_067670306.1	WP_001159807.1	WP_001159810.1
181	8	5	8	WP_022574545.1,WP_031945676.1	WP_002113628.1,WP_078210457.1	WP_067669668.1	WP_005135373.1	WP_001124962.1,WP_005144067.1
182	8	5	8	WP_022574563.1,WP_022574774.1	WP_002113769.1	WP_067667088.1,WP_067669813.1	WP_000198398.1,WP_000656488.1	WP_001257946.1
183	8	4	8	WP_022574784.1,WP_022575000.1,WP_022576086.1	*	WP_067670526.1	WP_049594843.1,WP_049594855.1,WP_049594870.1	WP_001178477.1
184	8	5	8	WP_022574850.1,WP_022575098.1	WP_005803113.1	WP_067670104.1	WP_000546689.1,WP_001258347.1	WP_000546700.1,WP_001258344.1
185	8	5	8	WP_022574892.1	WP_002114272.1	WP_067666888.1,WP_067667012.1,WP_067670798.1	WP_001288904.1	WP_000123656.1,WP_001288898.1
186	8	5	8	WP_022574962.1,WP_022574965.1	WP_002115335.1	WP_067672401.1	WP_000126763.1,WP_049594849.1	WP_000126763.1,WP_000256758.1
187	8	5	8	WP_022574981.1,WP_022575496.1	WP_002120514.1,WP_023187820.1	WP_067667587.1	WP_000602459.1,WP_001119794.1	WP_001135440.1
188	8	5	8	WP_022575065.1	WP_005803017.1,WP_019767754.1	WP_067666871.1	WP_000044138.1,WP_000411870.1	WP_000044144.1,WP_000411880.1
189	8	5	8	WP_022575066.1	WP_017481352.1	WP_067666685.1,WP_067667387.1,WP_067670884.1	WP_000024367.1,WP_061855758.1	WP_000024374.1
190	8	5	8	WP_022575117.1,WP_022575339.1	WP_019768067.1	WP_067668201.1	WP_000102367.1,WP_001061795.1	WP_000102368.1,WP_000793837.1
191	8	5	8	WP_022575157.1,WP_022576100.1	WP_002121161.1	WP_067665955.1	WP_000109463.1,WP_009517953.1	WP_000109461.1,WP_000415727.1
192	8	5	8	WP_022575241.1	WP_002118492.1	WP_067667078.1,WP_067672669.1	WP_000011145.1,WP_001010592.1,WP_001068002.1	WP_000011146.1
193	8	5	8	WP_022575315.1	WP_002118947.1	WP_067667518.1,WP_067667703.1	WP_001140774.1,WP_001183474.1	WP_001140782.1,WP_001183493.1
194	8	5	8	WP_022575601.1	WP_002115716.1,WP_002118046.1	WP_067666444.1,WP_067672606.1	WP_000716706.1,WP_001120919.1	WP_001120919.1
195	8	5	8	WP_022575794.1,WP_031225079.1,WP_031225430.1,WP_080660926.1	WP_014207573.1	WP_067665135.1	WP_000190594.1	WP_000190594.1
196	8	5	8	WP_022575801.1,WP_022576105.1	WP_005803338.1,WP_023187727.1	WP_067669676.1,WP_067670610.1	WP_025467426.1	WP_001246949.1
197	8	5	8	WP_022576032.1,WP_022576122.1	WP_002117427.1,WP_019767326.1	WP_067672106.1	WP_001025237.1	WP_000877463.1,WP_001025231.1
198	8	4	8	*	WP_002121499.1,WP_023187819.1	WP_161485904.1	WP_000100167.1,WP_000341081.1,WP_000348740.1	WP_000100162.1,WP_000378523.1
199	7	5	7	WP_000076813.1	WP_002113729.1	WP_067665878.1,WP_067666879.1	WP_001275818.1	WP_000076809.1,WP_000107002.1
200	7	4	7	WP_000357090.1,WP_022574763.1	WP_002118966.1	*	WP_000357090.1,WP_001290075.1	WP_000357090.1,WP_001290077.1
201	7	5	7	WP_001014235.1	WP_002121376.1	WP_067667727.1	WP_001014235.1,WP_001099948.1	WP_001014233.1,WP_001099948.1
202	7	5	7	WP_001041176.1,WP_002051498.1	WP_002116374.1,WP_002120573.1	WP_067669699.1	WP_001041180.1	WP_001041176.1
203	7	5	7	WP_001221367.1	WP_001221580.1,WP_005803595.1	WP_067670015.1	WP_001221582.1	WP_000526534.1,WP_001221370.1
204	7	5	7	WP_002049146.1	WP_002115248.1	WP_067670871.1	WP_000190819.1,WP_000423653.1	WP_000190819.1,WP_000423653.1
205	7	5	7	WP_002050323.1	WP_004703760.1	WP_067669458.1,WP_067669659.1,WP_081406786.1	WP_000312237.1	WP_000312237.1
206	7	5	7	WP_002050855.1	WP_017386078.1	WP_067671301.1	WP_000421132.1,WP_000423293.1	WP_000421143.1,WP_000423293.1
207	7	5	7	WP_002051194.1,WP_022575229.1	WP_000655283.1,WP_002116511.1	WP_067665074.1	WP_001096155.1	WP_001096150.1
208	7	5	7	WP_002051766.1	WP_000155817.1,WP_019767422.1	WP_227509843.1	WP_000021008.1,WP_000955560.1	WP_000955560.1
209	7	4	7	WP_002052326.1,WP_022574989.1	WP_002116871.1,WP_002120521.1	*	WP_000972684.1,WP_000973732.1	WP_000973732.1
210	7	5	7	WP_002052709.1,WP_022575839.1	WP_002114848.1,WP_005067992.1	WP_067668957.1	WP_001242511.1	WP_001242511.1
211	7	5	7	WP_002156938.1,WP_022575466.1	WP_002114847.1	WP_067669594.1,WP_067671331.1	WP_001261850.1	WP_001261850.1
212	7	5	7	WP_002156984.1,WP_022575312.1	WP_005079397.1,WP_017398403.1	WP_067669571.1	WP_000996195.1	WP_000996189.1
213	7	5	7	WP_002156989.1,WP_022575232.1	WP_002114928.1,WP_002119008.1	WP_067666060.1	WP_001072475.1	WP_001072477.1
214	7	5	7	WP_004711858.1	WP_002119522.1	WP_067666160.1,WP_067666163.1,WP_067666848.1	WP_000462894.1	WP_000462893.1
215	7	5	7	WP_004747037.1	WP_023187870.1	WP_067665890.1,WP_067668224.1,WP_067671298.1	WP_001986121.1	WP_001983775.1
216	7	5	7	WP_006581284.1,WP_022574348.1	WP_078210243.1	WP_067666634.1,WP_067671101.1	WP_098729712.1	WP_001984979.1
217	7	5	7	WP_009388228.1,WP_080660816.1	WP_002114189.1	WP_067670510.1,WP_067670518.1	WP_000114468.1	WP_000114479.1
218	7	5	7	WP_016804285.1	WP_002119102.1,WP_019767746.1	WP_067668623.1,WP_067668853.1	WP_000073451.1	WP_000073454.1
219	7	5	7	WP_016805198.1	WP_002113812.1	WP_067667001.1	WP_000080234.1,WP_001133053.1	WP_000080239.1,WP_001133053.1
220	7	5	7	WP_016805309.1	WP_019767739.1	WP_067665884.1,WP_067667332.1,WP_067672255.1	WP_001081619.1	WP_001081618.1
221	7	5	7	WP_016805585.1	WP_002116394.1,WP_005802935.1	WP_067664992.1	WP_000278744.1,WP_005135694.1	WP_000278742.1
222	7	5	7	WP_022574359.1	WP_002116212.1,WP_002118054.1	WP_067672154.1,WP_081406795.1	WP_001017291.1	WP_001017299.1
223	7	4	7	WP_022574366.1,WP_022574565.1	WP_002118455.1	*	WP_000279956.1,WP_000910250.1	WP_000279952.1,WP_000910263.1
224	7	5	7	WP_022574454.1	WP_019767743.1	WP_067665170.1	WP_000999636.1,WP_001060808.1	WP_000999643.1,WP_001058535.1
225	7	5	7	WP_022574639.1	WP_002117967.1	WP_067667743.1	WP_000567434.1,WP_001196570.1	WP_000567437.1,WP_001196569.1
226	7	5	7	WP_022574879.1,WP_022575762.1	WP_019767978.1	WP_067669764.1	WP_001196726.1	WP_001186963.1,WP_001196726.1
227	7	5	7	WP_022574896.1	WP_002114570.1	WP_067665625.1,WP_067670808.1	WP_001183739.1,WP_049594809.1	WP_001183739.1
228	7	5	7	WP_022574973.1	WP_002163160.1	WP_067667266.1,WP_067670888.1	WP_005135505.1	WP_000836943.1,WP_002047564.1
229	7	5	7	WP_022575026.1	WP_005802908.1	WP_067667030.1,WP_067667262.1,WP_067669070.1	WP_000423001.1	WP_000423005.1
230	7	5	7	WP_022575276.1,WP_022575470.1	WP_002118423.1	WP_067668799.1,WP_067671343.1	WP_000149917.1	WP_000149917.1
231	7	5	7	WP_022575477.1	WP_002119608.1	WP_067667132.1,WP_067667620.1,WP_067670900.1	WP_001270558.1	WP_001270557.1
232	7	5	7	WP_022575577.1	WP_019767776.1	WP_067665610.1	WP_000075463.1,WP_001011364.1	WP_000075471.1,WP_001011335.1
233	7	5	7	WP_022575579.1	WP_002115704.1	WP_067671123.1	WP_000939648.1,WP_001090987.1	WP_000939648.1,WP_001090999.1
234	7	5	7	WP_022575597.1	WP_002115594.1	WP_067666495.1	WP_000604788.1,WP_001062913.1	WP_000604788.1,WP_001062908.1
235	7	5	7	WP_022575609.1,WP_031944247.1	WP_004791887.1,WP_031944142.1	WP_067672066.1	WP_001089197.1	WP_001089197.1
236	7	5	7	WP_022575644.1,WP_022575885.1	WP_005803243.1	WP_067667110.1,WP_067669482.1	WP_000420176.1	WP_000420176.1
237	7	5	7	WP_022575705.1	WP_005072799.1	WP_067665369.1,WP_067670283.1,WP_067670416.1	WP_001016573.1	WP_001016574.1
238	7	5	7	WP_022575708.1	WP_002116462.1,WP_023187761.1	WP_067665381.1,WP_067670614.1	WP_000077301.1	WP_000077301.1
239	7	5	7	WP_022575724.1	WP_023187768.1	WP_067667577.1	WP_000013631.1,WP_001186873.1	WP_000013631.1,WP_001186874.1
240	7	5	7	WP_022575758.1	WP_019767968.1	WP_067666358.1,WP_067670937.1,WP_067671352.1	WP_000253046.1	WP_000253055.1
241	7	5	7	WP_022575933.1	WP_005803352.1,WP_023187696.1	WP_067669453.1	WP_000018540.1,WP_000038713.1	WP_000018539.1
242	7	5	7	WP_022575961.1	WP_002116701.1	WP_067666802.1,WP_067669386.1,WP_067669472.1	WP_000849701.1	WP_000849700.1
243	7	5	7	WP_022576019.1	WP_000422636.1,WP_002117011.1,WP_019767865.1	WP_145915005.1	WP_000118182.1	WP_000118178.1
244	7	5	7	WP_022576022.1	WP_002116994.1	WP_067671688.1	WP_000429458.1,WP_000458293.1	WP_000429460.1,WP_000458278.1
245	7	5	7	WP_022576040.1	WP_016802448.1	WP_067669913.1	WP_000423157.1,WP_000912182.1	WP_000423156.1,WP_000912180.1
246	7	5	7	WP_022576065.1	WP_000213577.1,WP_002121996.1	WP_004981624.1,WP_067668378.1	WP_000913166.1	WP_000913165.1
247	7	4	7	WP_022576104.1,WP_031945673.1	WP_019767345.1	*	WP_000080816.1,WP_001138322.1	WP_000080816.1,WP_001138319.1
248	7	5	7	WP_031225041.1,WP_031945705.1	WP_002115639.1,WP_002121228.1	WP_067667176.1	WP_001076968.1	WP_001076965.1
249	7	5	7	WP_032048269.1,WP_137371601.1	WP_019767836.1	WP_067671931.1	WP_000886807.1,WP_049594838.1	WP_000886807.1
250	7	5	7	WP_099143572.1	WP_002117788.1	WP_106386947.1	WP_001166305.1,WP_085916944.1	WP_001166305.1,WP_085916944.1
251	7	4	7	*	WP_000064928.1	WP_067666535.1	WP_000786840.1,WP_001205343.1	WP_000064627.1,WP_001208779.1,WP_001292329.1
252	6	5	6	WP_000095339.1	WP_019767720.1	WP_067671153.1,WP_067671832.1	WP_000095350.1	WP_000095338.1
253	6	5	6	WP_000099685.1,WP_004709670.1	WP_002115102.1	WP_067666071.1	WP_000099685.1	WP_000099685.1
254	6	5	6	WP_000312548.1	WP_002114723.1,WP_155250694.1	WP_067666766.1	WP_000312548.1	WP_000312546.1
255	6	5	6	WP_000633799.1	WP_002121174.1	WP_067665771.1,WP_067672764.1	WP_000633799.1	WP_000633799.1
256	6	5	6	WP_001025680.1	WP_002114395.1	WP_067670982.1,WP_067670985.1	WP_001025680.1	WP_001025680.1
257	6	5	6	WP_001047584.1	WP_002116417.1	WP_067665401.1,WP_067667676.1	WP_001047593.1	WP_001047591.1
258	6	5	6	WP_001053639.1	WP_002114559.1	WP_067670804.1,WP_067670934.1	WP_001053639.1	WP_001053637.1
259	6	5	6	WP_001121174.1	WP_002116908.1	WP_067669273.1,WP_067670084.1	WP_001121174.1	WP_001121170.1
260	6	5	6	WP_001133879.1	WP_016802660.1	WP_067670359.1	WP_001133879.1	WP_000905420.1,WP_001133879.1
261	6	5	6	WP_002048596.1,WP_022575198.1	WP_002117855.1	WP_067669732.1	WP_000562197.1	WP_000562192.1
262	6	4	6	WP_002048765.1	WP_002118344.1,WP_019767862.1	*	WP_049594844.1	WP_001004676.1,WP_001039309.1
263	6	5	6	WP_002048828.1	WP_019767721.1	WP_067671156.1,WP_067671835.1	WP_000789135.1	WP_000789130.1
264	6	5	6	WP_002049001.1,WP_004709626.1	WP_019767619.1	WP_067665834.1	WP_001098142.1	WP_001098143.1
265	6	4	6	WP_002049140.1,WP_022575573.1	WP_002049140.1,WP_005068793.1	*	WP_000790104.1	WP_000790106.1
266	6	5	6	WP_002049519.1	WP_003652649.1	WP_067669915.1,WP_067670263.1	WP_000052794.1	WP_000052794.1
267	6	5	6	WP_002049736.1	WP_002116924.1	WP_067666466.1,WP_067669304.1	WP_000993136.1	WP_000993136.1
268	6	5	6	WP_002049748.1	WP_002116790.1	WP_067669353.1,WP_067670924.1	WP_001190550.1	WP_001190553.1
269	6	5	6	WP_002050033.1,WP_022575429.1	WP_002121449.1	WP_067667928.1	WP_001246675.1	WP_001246675.1
270	6	5	6	WP_002050117.1,WP_022574587.1	WP_002113536.1	WP_067671316.1	WP_000172956.1	WP_000172956.1
271	6	5	6	WP_002050132.1	WP_002050132.1	WP_067665007.1,WP_067670792.1	WP_000418050.1	WP_000418050.1
272	6	5	6	WP_002050520.1,WP_022574773.1	WP_004706036.1	WP_067667828.1	WP_001118924.1	WP_001118924.1
273	6	5	6	WP_002050532.1	WP_005804830.1	WP_067670382.1,WP_067671358.1	WP_000724538.1	WP_000724539.1
274	6	5	6	WP_002051267.1	WP_002116561.1	WP_067665016.1,WP_067671349.1	WP_000085721.1	WP_000085721.1
275	6	5	6	WP_002051272.1	WP_002116053.1	WP_067672419.1	WP_000082610.1	WP_000082610.1,WP_000209295.1
276	6	5	6	WP_002051404.1	WP_002116430.1,WP_002118565.1	WP_067672657.1	WP_001005337.1	WP_001005337.1
277	6	5	6	WP_002051453.1	WP_002116400.1	WP_067667616.1,WP_067669711.1	WP_001115787.1	WP_001115787.1
278	6	5	6	WP_002051555.1,WP_022575104.1	WP_002116515.1	WP_067669432.1	WP_000426931.1	WP_000426931.1
279	6	5	6	WP_002052213.1,WP_022574777.1	WP_002116672.1	WP_067670210.1	WP_000221161.1	WP_000221152.1
280	6	5	6	WP_002052908.1	WP_002118709.1	WP_067666857.1,WP_067667065.1	WP_000925116.1	WP_000925118.1
281	6	5	6	WP_002053185.1	WP_002121134.1,WP_024160744.1	WP_067665984.1	WP_000801427.1	WP_000801427.1
282	6	5	6	WP_002053497.1	WP_002114934.1,WP_019767635.1	WP_067666735.1	WP_000581251.1	WP_001984475.1
283	6	5	6	WP_002054512.1	WP_002054512.1	WP_067666388.1,WP_067672456.1	WP_001276875.1	WP_001276875.1
284	6	5	6	WP_002156858.1	WP_002163161.1	WP_067671391.1	WP_000107496.1,WP_000256447.1	WP_000107496.1
285	6	5	6	WP_002156917.1	WP_005079395.1	WP_067668042.1,WP_067669578.1	WP_000472944.1	WP_000475288.1
286	6	5	6	WP_004704779.1	WP_000421598.1	WP_067669799.1	WP_000421600.1,WP_001265375.1	WP_000421600.1
287	6	5	6	WP_004705881.1	WP_000931663.1,WP_002116403.1	WP_067668483.1	WP_001118410.1	WP_001118410.1
288	6	5	6	WP_004707758.1	WP_001094923.1,WP_002118165.1	WP_067667551.1	WP_001089491.1	WP_001089491.1
289	6	5	6	WP_004709158.1	WP_002121403.1	WP_067667729.1,WP_067670450.1	WP_002057420.1	WP_000119795.1
290	6	5	6	WP_004709169.1	WP_002121395.1	WP_067668771.1,WP_067671597.1	WP_000550328.1	WP_000550331.1
291	6	5	6	WP_004709235.1	WP_002114489.1	WP_067670354.1	WP_000078281.1,WP_000084511.1	WP_000084505.1
292	6	5	6	WP_004710065.1	WP_002117541.1	WP_067666884.1,WP_067672346.1	WP_001083352.1	WP_001083350.1
293	6	5	6	WP_004710158.1	WP_005803033.1	WP_067671642.1,WP_081406854.1	WP_000632819.1	WP_000632823.1
294	6	5	6	WP_004710591.1	WP_017387602.1	WP_067667204.1,WP_067669742.1	WP_000106686.1	WP_000106683.1
295	6	5	6	WP_004883343.1	WP_002115056.1,WP_023187826.1	WP_067666733.1	WP_002013915.1	WP_001984473.1
296	6	5	6	WP_004883567.1	WP_002114795.1	WP_067666048.1,WP_067667191.1	WP_000171257.1	WP_000171257.1
297	6	4	6	WP_004885637.1,WP_022574452.1	WP_002113753.1,WP_002118929.1	*	WP_001278389.1	WP_001278399.1
298	6	5	6	WP_004886163.1	WP_002118130.1	WP_067668867.1,WP_067668869.1	WP_000976525.1	WP_000976523.1
